"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Botswana","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Export","86.435","1","Weight in kilograms","10"
"Botswana","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","3927945.021","1025045.902","Weight in kilograms","785912.045"
"Botswana","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","3197071.108","953869.43","Weight in kilograms","727070.3"
"Botswana","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","134.826","30","Weight in kilograms","18"
"Botswana","2020","Spices; pepper (of the genus piper), neither crushed nor ground","Import","79352.574","47780.59","Weight in kilograms","24378.25"
"Botswana","2020","Spices; pepper (of the genus piper), neither crushed nor ground","Export","148.928","57.73","Weight in kilograms","57.73"
"Botswana","2020","Spices; pepper (of the genus piper), crushed or ground","Import","111208.585","58509.53","Weight in kilograms","42795.17"
"Botswana","2020","Spices; pepper (of the genus piper), crushed or ground","Export","765.677","72","Weight in kilograms","72"
"Botswana","2020","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Import","95363.751","36790.62","Weight in kilograms","63895.2"
"Botswana","2020","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","4052.733","3226.85","Weight in kilograms","3477"
"Botswana","2020","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","0.655","6","Weight in kilograms","6"
"Botswana","2020","Spices; vanilla, neither crushed nor ground","Import","15.707","1.5","Weight in kilograms","1"
"Botswana","2020","Spices; vanilla, crushed or ground","Import","193.797","59.5","Weight in kilograms","56.5"
"Botswana","2020","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","49905.898","7707.13","Weight in kilograms","4369.4"
"Botswana","2020","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Export","182.793","42","Weight in kilograms","2"
"Botswana","2020","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","3932.705","626.5","Weight in kilograms","504.5"
"Botswana","2020","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","12362.081","5057.634","Weight in kilograms","4763.074"
"Botswana","2020","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","3479.413","1571.5","Weight in kilograms","1421.5"
"Botswana","2020","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","1709","532.24","Weight in kilograms","498"
"Botswana","2020","Spices; nutmeg, neither crushed nor ground","Import","55.328","2","Weight in kilograms","2"
"Botswana","2020","Spices; nutmeg, crushed or ground","Import","767.499","415","Weight in kilograms","455"
"Botswana","2020","Spices; cardamoms, crushed or ground","Import","9261.353","602.19","Weight in kilograms","813"
"Botswana","2020","Spices; coriander seeds, neither crushed nor ground","Export","376.9","240","Weight in kilograms","195"
"Botswana","2020","Spices; coriander seeds, neither crushed nor ground","Import","691.099","513.78","Weight in kilograms","914"
"Botswana","2020","Spices; coriander seeds, crushed or ground","Import","1417.325","1150.31","Weight in kilograms","808.73"
"Botswana","2020","Spices; cumin seeds, neither crushed nor ground","Import","4375.948","1142.73","Weight in kilograms","485"
"Botswana","2020","Spices; cumin seeds, crushed or ground","Import","4122.193","1806.199","Weight in kilograms","2068.159"
"Botswana","2020","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","287.467","143.35","Weight in kilograms","244"
"Botswana","2020","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","1626.91","912.1","Weight in kilograms","902.1"
"Botswana","2020","Spices; ginger, neither crushed nor ground","Export","5.757","3","Weight in kilograms","3"
"Botswana","2020","Spices; ginger, neither crushed nor ground","Import","491727.543","132490.56","Weight in kilograms","39037.1"
"Botswana","2020","Spices; ginger, crushed or ground","Export","89.713","11.5","Weight in kilograms","11.5"
"Botswana","2020","Spices; ginger, crushed or ground","Import","433695.82","128092.46","Weight in kilograms","26797.74"
"Botswana","2020","Spices; saffron","Import","16618.96","1678.37","Weight in kilograms","1262.62"
"Botswana","2020","Spices; turmeric (curcuma)","Import","22226.168","8415.35","Weight in kilograms","9607.15"
"Botswana","2020","Spices; mixtures of 2 or more products of different headings","Import","1229745.629","494485.79","Weight in kilograms","299366"
"Botswana","2020","Spices; mixtures of 2 or more products of different headings","Export","960.28","240","Weight in kilograms","794"
"Botswana","2020","Spices; n.e.c. in heading no. 0910","Export","123367.185","66370.04","Weight in kilograms","3446"
"Botswana","2020","Spices; n.e.c. in heading no. 0910","Import","12550582.13","4469469.02","Weight in kilograms","3380862.92"
"Brazil","2022","Coffee; not roasted or decaffeinated","Export","8514137393","2132139304.77","No Quantity",""
"Brazil","2022","Coffee; not roasted or decaffeinated","Import","10120882","4175129","Weight in kilograms","4175004"
"Brazil","2022","Coffee; decaffeinated, not roasted","Export","1912","273","Weight in kilograms","273"
"Brazil","2022","Coffee; decaffeinated, not roasted","Import","1421731","1016994","Weight in kilograms","1016994"
"Brazil","2022","Coffee; roasted, not decaffeinated","Export","28018982","3304731.97","Weight in kilograms","3304869.97"
"Brazil","2022","Coffee; roasted, not decaffeinated","Import","102055772","4186015","Weight in kilograms","4186015"
"Brazil","2022","Coffee; roasted, decaffeinated","Export","306083","41890.106","Weight in kilograms","41640.106"
"Brazil","2022","Coffee; roasted, decaffeinated","Import","4404043","159251","Weight in kilograms","159251"
"Brazil","2022","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Export","68635","5115.534","Weight in kilograms","4601.534"
"Brazil","2022","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","2634","380","Weight in kilograms","380"
"Brazil","2022","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Export","163612","13107.58","Weight in kilograms","14383.58"
"Brazil","2022","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import","704252","40285","Weight in kilograms","40285"
"Brazil","2022","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Export","1261231","191197.477","Weight in kilograms","191110.477"
"Brazil","2022","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Import","523538","175077","Weight in kilograms","175077"
"Brazil","2022","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Export","57214","6812.52","Weight in kilograms","6654.52"
"Brazil","2022","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","928029","47854","Weight in kilograms","47854"
"Brazil","2022","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","28056","1371.857","Weight in kilograms","1370.857"
"Brazil","2022","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","609084","140683","Weight in kilograms","140683"
"Brazil","2022","Mate","Export","96174879","48061743.404","Weight in kilograms","48061903.404"
"Brazil","2022","Mate","Import","673925","270005","Weight in kilograms","270005"
"Brazil","2022","Spices; pepper (of the genus piper), neither crushed nor ground","Export","308741948","86094529.03","Weight in kilograms","86120775.03"
"Brazil","2022","Spices; pepper (of the genus piper), neither crushed nor ground","Import","394302","63743","Weight in kilograms","63743"
"Brazil","2022","Spices; pepper (of the genus piper), crushed or ground","Export","549790","265013.699","Weight in kilograms","264939.699"
"Brazil","2022","Spices; pepper (of the genus piper), crushed or ground","Import","1035424","187491","Weight in kilograms","187491"
"Brazil","2022","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Export","3791863","1677828.522","Weight in kilograms","1677828.522"
"Brazil","2022","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Import","824150","220161","Weight in kilograms","220161"
"Brazil","2022","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","40877","11276.621","Weight in kilograms","11185.621"
"Brazil","2022","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","10088468","4061213.284","Weight in kilograms","4061213.284"
"Brazil","2022","Spices; vanilla, neither crushed nor ground","Export","213768","395","Weight in kilograms","395"
"Brazil","2022","Spices; vanilla, neither crushed nor ground","Import","234676","1364.092","Weight in kilograms","1364.092"
"Brazil","2022","Spices; vanilla, crushed or ground","Export","180","14.886","Weight in kilograms","14.886"
"Brazil","2022","Spices; vanilla, crushed or ground","Import","18875","140","Weight in kilograms","140"
"Brazil","2022","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Export","12831","561.337","Weight in kilograms","579.337"
"Brazil","2022","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","1180985","194879","Weight in kilograms","194879"
"Brazil","2022","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Export","1190","173","Weight in kilograms","173"
"Brazil","2022","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","8307649","2243720","Weight in kilograms","2243720"
"Brazil","2022","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Export","66863","20361.452","Weight in kilograms","20290.452"
"Brazil","2022","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","2212118","563199.859","Weight in kilograms","563199.859"
"Brazil","2022","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Export","8314328","979563.782","Weight in kilograms","979561.782"
"Brazil","2022","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","644473","91850","Weight in kilograms","91850"
"Brazil","2022","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Export","1902","96.238","Weight in kilograms","96.238"
"Brazil","2022","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","157022","12295","Weight in kilograms","12295"
"Brazil","2022","Spices; nutmeg, neither crushed nor ground","Export","2257","88.906","Weight in kilograms","88.906"
"Brazil","2022","Spices; nutmeg, neither crushed nor ground","Import","2689764","353050","Weight in kilograms","353050"
"Brazil","2022","Spices; nutmeg, crushed or ground","Export","21637","1060.527","Weight in kilograms","1056.527"
"Brazil","2022","Spices; nutmeg, crushed or ground","Import","763718","111809","Weight in kilograms","111809"
"Brazil","2022","Spices; mace, crushed or ground","Export","252","39","Weight in kilograms","39"
"Brazil","2022","Spices; cardamoms, neither crushed nor ground","Export","4126","96.273","Weight in kilograms","65.273"
"Brazil","2022","Spices; cardamoms, neither crushed nor ground","Import","74154","5258","Weight in kilograms","5258"
"Brazil","2022","Spices; cardamoms, crushed or ground","Export","1571","115.169","Weight in kilograms","41.169"
"Brazil","2022","Spices; cardamoms, crushed or ground","Import","57506","3085","Weight in kilograms","3085"
"Brazil","2022","Spices; coriander seeds, neither crushed nor ground","Export","22034","9184.918","Weight in kilograms","9182.918"
"Brazil","2022","Spices; coriander seeds, neither crushed nor ground","Import","2031437","2100760","Weight in kilograms","2100760"
"Brazil","2022","Spices; coriander seeds, crushed or ground","Export","4294","890.905","Weight in kilograms","883.905"
"Brazil","2022","Spices; coriander seeds, crushed or ground","Import","485883","197765","Weight in kilograms","197765"
"Brazil","2022","Spices; cumin seeds, neither crushed nor ground","Export","2457","325.53","Weight in kilograms","325.53"
"Brazil","2022","Spices; cumin seeds, neither crushed nor ground","Import","11608598","5237025","Weight in kilograms","5237025"
"Brazil","2022","Spices; cumin seeds, crushed or ground","Export","24366","9309.991","Weight in kilograms","9126.991"
"Brazil","2022","Spices; cumin seeds, crushed or ground","Import","717125","276847","Weight in kilograms","276847"
"Brazil","2022","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Export","18024","1836.304","Weight in kilograms","1698.304"
"Brazil","2022","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","6710615","2751392","Weight in kilograms","2751392"
"Brazil","2022","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Export","29471","2240.233","Weight in kilograms","2256.233"
"Brazil","2022","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","1678804","361318","Weight in kilograms","361318"
"Brazil","2022","Spices; ginger, neither crushed nor ground","Export","32748597","34410332","Weight in kilograms","34410074"
"Brazil","2022","Spices; ginger, neither crushed nor ground","Import","300149","184648","Weight in kilograms","184648"
"Brazil","2022","Spices; ginger, crushed or ground","Export","253169","29758.521","Weight in kilograms","29755.521"
"Brazil","2022","Spices; ginger, crushed or ground","Import","765003","218971","Weight in kilograms","218971"
"Brazil","2022","Spices; saffron","Export","19704","3357.536","Weight in kilograms","3357.536"
"Brazil","2022","Spices; saffron","Import","266563","50746.767","Weight in kilograms","50746.767"
"Brazil","2022","Spices; turmeric (curcuma)","Export","111149","43629.901","Weight in kilograms","43634.901"
"Brazil","2022","Spices; turmeric (curcuma)","Import","5234745","3220682","Weight in kilograms","3220682"
"Brazil","2022","Spices; mixtures of 2 or more products of different headings","Export","10465","720","Weight in kilograms","723"
"Brazil","2022","Spices; mixtures of 2 or more products of different headings","Import","118242","13225","Weight in kilograms","13225"
"Brazil","2022","Spices; n.e.c. in heading no. 0910","Export","7671469","803481.69","Weight in kilograms","785528.69"
"Brazil","2022","Spices; n.e.c. in heading no. 0910","Import","2778688","1178619","Weight in kilograms","1178619"
"Brazil","2020","Coffee; not roasted or decaffeinated","Export","4973689488","2372629975.119","Weight in kilograms","7124905459.119"
"Brazil","2020","Coffee; not roasted or decaffeinated","Import","33012","20004","Weight in kilograms","20004"
"Brazil","2020","Coffee; decaffeinated, not roasted","Export","38709","4431.229","Weight in kilograms","4431.229"
"Brazil","2020","Coffee; decaffeinated, not roasted","Import","4844687","2131327","Weight in kilograms","2131327"
"Brazil","2020","Coffee; roasted, not decaffeinated","Import","57839330","3521913.365","Weight in kilograms","3521913.365"
"Brazil","2020","Coffee; roasted, not decaffeinated","Export","22405944","6426991.354","Weight in kilograms","6439031.354"
"Brazil","2020","Coffee; roasted, decaffeinated","Import","2912093","153005.154","Weight in kilograms","153005.154"
"Brazil","2020","Coffee; roasted, decaffeinated","Export","110714","15875.434","Weight in kilograms","15875.434"
"Brazil","2020","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","722","96","Weight in kilograms","96"
"Brazil","2020","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Export","60281","23302.337","Weight in kilograms","22062.337"
"Brazil","2020","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import","646102","33472","Weight in kilograms","33472"
"Brazil","2020","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Export","159554","26672.582","Weight in kilograms","31955.582"
"Brazil","2020","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Export","1217069","193640.136","Weight in kilograms","194716.136"
"Brazil","2020","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Import","984832","407717","Weight in kilograms","407717"
"Brazil","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","860411","52214","Weight in kilograms","52214"
"Brazil","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Export","26366","6749.023","Weight in kilograms","8462.023"
"Brazil","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","454412","153013","Weight in kilograms","153013"
"Brazil","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","25220","6637.588","Weight in kilograms","7884.588"
"Brazil","2020","Mate","Export","87427723","49691970.543","Weight in kilograms","49657307.543"
"Brazil","2020","Mate","Import","849697","370310","Weight in kilograms","370310"
"Brazil","2020","Spices; pepper (of the genus piper), neither crushed nor ground","Export","185129770","89578981.581","Weight in kilograms","89333356.581"
"Brazil","2020","Spices; pepper (of the genus piper), neither crushed nor ground","Import","269874","11434","Weight in kilograms","11434"
"Brazil","2020","Spices; pepper (of the genus piper), crushed or ground","Export","192679","187191.468","Weight in kilograms","187049.468"
"Brazil","2020","Spices; pepper (of the genus piper), crushed or ground","Import","512340","139451","Weight in kilograms","139451"
"Brazil","2020","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Import","997083","377799","Weight in kilograms","377799"
"Brazil","2020","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Export","3667518","1966341","Weight in kilograms","1969341"
"Brazil","2020","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","10598","2993.428","Weight in kilograms","2967.428"
"Brazil","2020","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","6419951","3229184","Weight in kilograms","3229184"
"Brazil","2020","Spices; vanilla, neither crushed nor ground","Import","234561","623","Weight in kilograms","623"
"Brazil","2020","Spices; vanilla, neither crushed nor ground","Export","132438","157","Weight in kilograms","157"
"Brazil","2020","Spices; vanilla, crushed or ground","Export","144","44.83","Weight in kilograms","44.83"
"Brazil","2020","Spices; vanilla, crushed or ground","Import","3376","21","Weight in kilograms","21"
"Brazil","2020","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","1389428","293200","Weight in kilograms","293200"
"Brazil","2020","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Export","7426","520.011","Weight in kilograms","498.011"
"Brazil","2020","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","9776327","2708149","Weight in kilograms","2708149"
"Brazil","2020","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Export","323","28.038","Weight in kilograms","28.038"
"Brazil","2020","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Export","28991","11648.636","Weight in kilograms","11322.636"
"Brazil","2020","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","2051657","501852","Weight in kilograms","501852"
"Brazil","2020","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Export","18933535","4139335.057","Weight in kilograms","4140036.057"
"Brazil","2020","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","252910","27750","Weight in kilograms","27750"
"Brazil","2020","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","93825","10262","Weight in kilograms","10262"
"Brazil","2020","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Export","857","69.65","Weight in kilograms","53.65"
"Brazil","2020","Spices; nutmeg, neither crushed nor ground","Import","1243198","246602","Weight in kilograms","246602"
"Brazil","2020","Spices; nutmeg, neither crushed nor ground","Export","7891","1097.198","Weight in kilograms","1116.198"
"Brazil","2020","Spices; nutmeg, crushed or ground","Import","329941","60076","Weight in kilograms","60076"
"Brazil","2020","Spices; nutmeg, crushed or ground","Export","9943","2515.541","Weight in kilograms","6102.541"
"Brazil","2020","Spices; cardamoms, neither crushed nor ground","Import","238989","10140","Weight in kilograms","10140"
"Brazil","2020","Spices; cardamoms, neither crushed nor ground","Export","1160","54","Weight in kilograms","63"
"Brazil","2020","Spices; cardamoms, crushed or ground","Export","356","47","Weight in kilograms","17"
"Brazil","2020","Spices; cardamoms, crushed or ground","Import","15749","606","Weight in kilograms","606"
"Brazil","2020","Spices; coriander seeds, neither crushed nor ground","Export","64854","45281.396","Weight in kilograms","45323.396"
"Brazil","2020","Spices; coriander seeds, neither crushed nor ground","Import","2821358","2476610","Weight in kilograms","2476610"
"Brazil","2020","Spices; coriander seeds, crushed or ground","Import","268782","125684","Weight in kilograms","125684"
"Brazil","2020","Spices; coriander seeds, crushed or ground","Export","2709","541.8","Weight in kilograms","583.8"
"Brazil","2020","Spices; cumin seeds, neither crushed nor ground","Export","83421","37960.461","Weight in kilograms","37960.461"
"Brazil","2020","Spices; cumin seeds, neither crushed nor ground","Import","9353017","6553250","Weight in kilograms","6553250"
"Brazil","2020","Spices; cumin seeds, crushed or ground","Import","486018","167521","Weight in kilograms","167521"
"Brazil","2020","Spices; cumin seeds, crushed or ground","Export","14824","5098.35","Weight in kilograms","5067.35"
"Brazil","2020","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Export","20414","1846.477","Weight in kilograms","1708.477"
"Brazil","2020","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","8264744","3715243","Weight in kilograms","3715243"
"Brazil","2020","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","2427276","539833","Weight in kilograms","539833"
"Brazil","2020","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Export","44759","2092.636","Weight in kilograms","2097.636"
"Brazil","2020","Spices; ginger, neither crushed nor ground","Export","50242227","31711740.681","Weight in kilograms","31601230.681"
"Brazil","2020","Spices; ginger, neither crushed nor ground","Import","1203622","638662","Weight in kilograms","638662"
"Brazil","2020","Spices; ginger, crushed or ground","Export","8123","1045.694","Weight in kilograms","1059.694"
"Brazil","2020","Spices; ginger, crushed or ground","Import","555763","121690","Weight in kilograms","121690"
"Brazil","2020","Spices; saffron","Import","240127","170.699","Weight in kilograms","170.699"
"Brazil","2020","Spices; saffron","Export","21092","3672.595","Weight in kilograms","3587.595"
"Brazil","2020","Spices; turmeric (curcuma)","Export","48190","25395.985","Weight in kilograms","25509.985"
"Brazil","2020","Spices; turmeric (curcuma)","Import","3195408","2316495","Weight in kilograms","2316495"
"Brazil","2020","Spices; mixtures of 2 or more products of different headings","Import","158704","43857","Weight in kilograms","43857"
"Brazil","2020","Spices; mixtures of 2 or more products of different headings","Export","21473","22088.587","Weight in kilograms","22085.587"
"Brazil","2020","Spices; n.e.c. in heading no. 0910","Export","7043862","708645.304","Weight in kilograms","717907.304"
"Brazil","2020","Spices; n.e.c. in heading no. 0910","Import","3521873","1751518","Weight in kilograms","1751518"
"Brunei Darussalam","2022","Coffee; not roasted or decaffeinated","Import","105823.505","21657.631","Weight in kilograms","21657.631"
"Brunei Darussalam","2022","Coffee; decaffeinated, not roasted","Import","97158.982","23568.807","Weight in kilograms","23568.807"
"Brunei Darussalam","2022","Coffee; decaffeinated, not roasted","Export","32.633","1","Weight in kilograms","1"
"Brunei Darussalam","2022","Coffee; roasted, not decaffeinated","Export","691.429","45.83","Weight in kilograms","45.83"
"Brunei Darussalam","2022","Coffee; roasted, not decaffeinated","Import","899693.42","67401.778","Weight in kilograms","67401.778"
"Brunei Darussalam","2022","Coffee; roasted, decaffeinated","Import","280458.468","21017.453","Weight in kilograms","21017.453"
"Brunei Darussalam","2022","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","1626.592","181.527","Weight in kilograms","181.527"
"Brunei Darussalam","2022","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Export","7572.35","664","Weight in kilograms","664"
"Brunei Darussalam","2022","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import","446109.826","103615.31","Weight in kilograms","103615.31"
"Brunei Darussalam","2022","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Import","292302.208","20965.301","Weight in kilograms","20965.301"
"Brunei Darussalam","2022","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Export","6973.97","1267.32","Weight in kilograms","1267.32"
"Brunei Darussalam","2022","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","247298.609","21680.176","Weight in kilograms","21680.176"
"Brunei Darussalam","2022","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","908.114","22.63","Weight in kilograms","22.63"
"Brunei Darussalam","2022","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","973857.477","89445.973","Weight in kilograms","89445.973"
"Brunei Darussalam","2022","Mate","Import","233626.676","75158","Weight in kilograms","75158"
"Brunei Darussalam","2022","Spices; pepper (of the genus piper), neither crushed nor ground","Export","7.252","10","Weight in kilograms","10"
"Brunei Darussalam","2022","Spices; pepper (of the genus piper), neither crushed nor ground","Import","80425.313","13274.209","Weight in kilograms","13274.209"
"Brunei Darussalam","2022","Spices; pepper (of the genus piper), crushed or ground","Export","1024.253","66","Weight in kilograms","66"
"Brunei Darussalam","2022","Spices; pepper (of the genus piper), crushed or ground","Import","235410.634","35204.003","Weight in kilograms","35204.003"
"Brunei Darussalam","2022","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Export","2095.063","135","Weight in kilograms","135"
"Brunei Darussalam","2022","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Import","1040441.888","463554.724","Weight in kilograms","463554.724"
"Brunei Darussalam","2022","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","18.782","10.9","Weight in kilograms","10.9"
"Brunei Darussalam","2022","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","192561.563","44351.594","Weight in kilograms","44351.594"
"Brunei Darussalam","2022","Spices; vanilla, neither crushed nor ground","Import","284.273","3.906","Weight in kilograms","3.906"
"Brunei Darussalam","2022","Spices; vanilla, crushed or ground","Import","64319.655","25233","Weight in kilograms","25233"
"Brunei Darussalam","2022","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","91410.432","13340.106","Weight in kilograms","13340.106"
"Brunei Darussalam","2022","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","13505.141","31761.261","Weight in kilograms","31761.261"
"Brunei Darussalam","2022","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Export","0.725","2","Weight in kilograms","2"
"Brunei Darussalam","2022","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","8251.893","2088.629","Weight in kilograms","2088.629"
"Brunei Darussalam","2022","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","11866.945","1200","Weight in kilograms","1200"
"Brunei Darussalam","2022","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Export","7.252","0.3","Weight in kilograms","0.3"
"Brunei Darussalam","2022","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","74903.746","9357.993","Weight in kilograms","9357.993"
"Brunei Darussalam","2022","Spices; nutmeg, neither crushed nor ground","Import","1074.001","150","Weight in kilograms","150"
"Brunei Darussalam","2022","Spices; nutmeg, crushed or ground","Import","1256.022","103.218","Weight in kilograms","103.218"
"Brunei Darussalam","2022","Spices; mace, neither crushed nor ground","Import","5732.596","324","Weight in kilograms","324"
"Brunei Darussalam","2022","Spices; cardamoms, neither crushed nor ground","Import","19025.982","1189","Weight in kilograms","1189"
"Brunei Darussalam","2022","Spices; cardamoms, crushed or ground","Import","76671.025","4522","Weight in kilograms","4522"
"Brunei Darussalam","2022","Spices; coriander seeds, neither crushed nor ground","Import","26512.803","15860","Weight in kilograms","15860"
"Brunei Darussalam","2022","Spices; coriander seeds, crushed or ground","Import","147548.537","40109.394","Weight in kilograms","40109.394"
"Brunei Darussalam","2022","Spices; cumin seeds, neither crushed nor ground","Import","19928.839","5706.661","Weight in kilograms","5706.661"
"Brunei Darussalam","2022","Spices; cumin seeds, crushed or ground","Import","136524.984","46579.948","Weight in kilograms","46579.948"
"Brunei Darussalam","2022","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","57268.671","19066.69","Weight in kilograms","19066.69"
"Brunei Darussalam","2022","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","369639.678","170699.033","Weight in kilograms","170699.033"
"Brunei Darussalam","2022","Spices; ginger, neither crushed nor ground","Import","786169.164","575966.345","Weight in kilograms","575966.345"
"Brunei Darussalam","2022","Spices; ginger, crushed or ground","Import","1077816.528","1888076.425","Weight in kilograms","1888076.425"
"Brunei Darussalam","2022","Spices; saffron","Import","993.505","127.692","Weight in kilograms","127.692"
"Brunei Darussalam","2022","Spices; turmeric (curcuma)","Import","328503.497","249184.668","Weight in kilograms","249184.668"
