"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Slovenia","2017","Spices; cardamoms, crushed or ground","Import","11471.19","626.79","Weight in kilograms","626.79"
"Slovenia","2017","Spices; coriander seeds, neither crushed nor ground","Export","511.56","26.5","Weight in kilograms","26.5"
"Slovenia","2017","Spices; coriander seeds, neither crushed nor ground","Import","13170.47","1053.45","Weight in kilograms","1053.45"
"Slovenia","2017","Spices; coriander seeds, crushed or ground","Export","448.56","82.63","Weight in kilograms","82.63"
"Slovenia","2017","Spices; coriander seeds, crushed or ground","Import","12890.93","3490.12","Weight in kilograms","3490.12"
"Slovenia","2017","Spices; cumin seeds, neither crushed nor ground","Import","3830.21","517.48","Weight in kilograms","517.48"
"Slovenia","2017","Spices; cumin seeds, crushed or ground","Export","2061","406.53","Weight in kilograms","406.53"
"Slovenia","2017","Spices; cumin seeds, crushed or ground","Import","12459.93","2593.92","Weight in kilograms","2593.92"
"Slovenia","2017","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Export","4537.05","1414.78","Weight in kilograms","1414.78"
"Slovenia","2017","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","641467.83","331515.96","Weight in kilograms","331515.96"
"Slovenia","2017","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Export","3519.89","512.29","Weight in kilograms","512.29"
"Slovenia","2017","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","172716.25","26700.28","Weight in kilograms","26700.28"
"Slovenia","2017","Spices; ginger, neither crushed nor ground","Export","133504.77","71337.28","Weight in kilograms","71337.28"
"Slovenia","2017","Spices; ginger, neither crushed nor ground","Import","767801.22","330438.01","Weight in kilograms","330438.01"
"Slovenia","2017","Spices; ginger, crushed or ground","Export","13583.15","1010.95","Weight in kilograms","1010.95"
"Slovenia","2017","Spices; ginger, crushed or ground","Import","88441.33","9977.93","Weight in kilograms","9977.93"
"Slovenia","2017","Spices; saffron","Export","251.97","0.06","Weight in kilograms","0.06"
"Slovenia","2017","Spices; saffron","Import","35007.16","414.31","Weight in kilograms","414.31"
"Slovenia","2017","Spices; turmeric (curcuma)","Export","26071.79","1561.46","Weight in kilograms","1561.46"
"Slovenia","2017","Spices; turmeric (curcuma)","Import","156358.6","23479.18","Weight in kilograms","23479.18"
"Slovenia","2017","Spices; mixtures of 2 or more products of different headings","Export","9569.81","1110.76","Weight in kilograms","1110.76"
"Slovenia","2017","Spices; mixtures of 2 or more products of different headings","Import","533895.39","82460.21","Weight in kilograms","82460.21"
"Slovenia","2017","Spices; n.e.c. in heading no. 0910","Export","29107.37","3681.22","Weight in kilograms","3681.22"
"Slovenia","2017","Spices; n.e.c. in heading no. 0910","Import","1477297.03","241206.68","Weight in kilograms","241206.68"
"Slovenia","2016","Coffee; not roasted or decaffeinated","Export","5526031.78","2028531.52","Weight in kilograms","2028531.52"
"Slovenia","2016","Coffee; not roasted or decaffeinated","Import","26149119.51","10036034.14","Weight in kilograms","10036034.14"
"Slovenia","2016","Coffee; decaffeinated, not roasted","Export","20548.01","3096.7","Weight in kilograms","3096.7"
"Slovenia","2016","Coffee; decaffeinated, not roasted","Import","137577.35","30173.37","Weight in kilograms","30173.37"
"Slovenia","2016","Coffee; roasted, not decaffeinated","Import","22801847.92","3502942.42","Weight in kilograms","3502942.42"
"Slovenia","2016","Coffee; roasted, not decaffeinated","Export","13769295.21","2188113.54","Weight in kilograms","2188113.54"
"Slovenia","2016","Coffee; roasted, decaffeinated","Import","1608307.59","210770.64","Weight in kilograms","210770.64"
"Slovenia","2016","Coffee; roasted, decaffeinated","Export","1226323.37","144418.34","Weight in kilograms","144418.34"
"Slovenia","2016","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Export","23862.19","4030.3","Weight in kilograms","4030.3"
"Slovenia","2016","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","497554.16","37578.32","Weight in kilograms","37578.32"
"Slovenia","2016","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import","816289.5","40278.17","Weight in kilograms","40278.17"
"Slovenia","2016","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Export","98267.77","6604.96","Weight in kilograms","6604.96"
"Slovenia","2016","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Import","197953.03","26783.3","Weight in kilograms","26783.3"
"Slovenia","2016","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Export","11671.82","189.73","Weight in kilograms","189.73"
"Slovenia","2016","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","248158.32","13510.71","Weight in kilograms","13510.71"
"Slovenia","2016","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Export","27529.87","1349.09","Weight in kilograms","1349.09"
"Slovenia","2016","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","85722.22","10819.46","Weight in kilograms","10819.46"
"Slovenia","2016","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","1935.89","109.38","Weight in kilograms","109.38"
"Slovenia","2016","Mate","Import","6466.26","406.26","Weight in kilograms","406.26"
"Slovenia","2016","Mate","Export","1338.5","29.62","Weight in kilograms","29.62"
"Slovenia","2016","Spices; pepper (of the genus piper), neither crushed nor ground","Export","94985.88","8106.18","Weight in kilograms","8106.18"
"Slovenia","2016","Spices; pepper (of the genus piper), neither crushed nor ground","Import","665751.63","53515.13","Weight in kilograms","53515.13"
"Slovenia","2016","Spices; pepper (of the genus piper), crushed or ground","Import","1370931.74","127306.08","Weight in kilograms","127306.08"
"Slovenia","2016","Spices; pepper (of the genus piper), crushed or ground","Export","188330.61","17453.59","Weight in kilograms","17453.59"
"Slovenia","2016","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Import","137305.56","20125.38","Weight in kilograms","20125.38"
"Slovenia","2016","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Export","39369.51","5605.46","Weight in kilograms","5605.46"
"Slovenia","2016","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","95242.72","20330.56","Weight in kilograms","20330.56"
"Slovenia","2016","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","873877.85","199283.42","Weight in kilograms","199283.42"
"Slovenia","2016","Spices; vanilla, neither crushed nor ground","Export","2496.47","9.13","Weight in kilograms","9.13"
"Slovenia","2016","Spices; vanilla, neither crushed nor ground","Import","124993.11","716.26","Weight in kilograms","716.26"
"Slovenia","2016","Spices; vanilla, crushed or ground","Import","142735.01","901.84","Weight in kilograms","901.84"
"Slovenia","2016","Spices; vanilla, crushed or ground","Export","2344.72","39.95","Weight in kilograms","39.95"
"Slovenia","2016","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","62264.54","5157.19","Weight in kilograms","5157.19"
"Slovenia","2016","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Export","4461.29","401.4","Weight in kilograms","401.4"
"Slovenia","2016","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","28219.92","2559.46","Weight in kilograms","2559.46"
"Slovenia","2016","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Export","711.87","36","Weight in kilograms","36"
"Slovenia","2016","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","191345.95","33549","Weight in kilograms","33549"
"Slovenia","2016","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Export","113901.14","9148.22","Weight in kilograms","9148.22"
"Slovenia","2016","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Export","28835.98","1162.38","Weight in kilograms","1162.38"
"Slovenia","2016","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","77593.66","4996.71","Weight in kilograms","4996.71"
"Slovenia","2016","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","26588.23","1909.57","Weight in kilograms","1909.57"
"Slovenia","2016","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Export","11065.73","630.36","Weight in kilograms","630.36"
"Slovenia","2016","Spices; nutmeg, neither crushed nor ground","Import","30424.21","1615.83","Weight in kilograms","1615.83"
"Slovenia","2016","Spices; nutmeg, neither crushed nor ground","Export","37670.33","267.1","Weight in kilograms","267.1"
"Slovenia","2016","Spices; nutmeg, crushed or ground","Import","85650.61","4864.53","Weight in kilograms","4864.53"
"Slovenia","2016","Spices; nutmeg, crushed or ground","Export","40246.37","1275.74","Weight in kilograms","1275.74"
"Slovenia","2016","Spices; mace, neither crushed nor ground","Import","132.88","7","Weight in kilograms","7"
"Slovenia","2016","Spices; mace, crushed or ground","Export","2430.42","137.73","Weight in kilograms","137.73"
"Slovenia","2016","Spices; mace, crushed or ground","Import","2970.42","182.93","Weight in kilograms","182.93"
"Slovenia","2016","Spices; cardamoms, neither crushed nor ground","Import","2369.35","75.82","Weight in kilograms","75.82"
"Slovenia","2016","Spices; cardamoms, neither crushed nor ground","Export","91.23","1.08","Weight in kilograms","1.08"
"Slovenia","2016","Spices; cardamoms, crushed or ground","Export","247.33","7.09","Weight in kilograms","7.09"
"Slovenia","2016","Spices; cardamoms, crushed or ground","Import","6259.39","291.91","Weight in kilograms","291.91"
"Slovenia","2016","Spices; coriander seeds, neither crushed nor ground","Import","9404.24","1679.61","Weight in kilograms","1679.61"
"Slovenia","2016","Spices; coriander seeds, neither crushed nor ground","Export","2362.64","102.07","Weight in kilograms","102.07"
"Slovenia","2016","Spices; coriander seeds, crushed or ground","Import","9765.14","3308.88","Weight in kilograms","3308.88"
"Slovenia","2016","Spices; coriander seeds, crushed or ground","Export","1271.47","231.52","Weight in kilograms","231.52"
"Slovenia","2016","Spices; cumin seeds, neither crushed nor ground","Import","1199.79","91.93","Weight in kilograms","91.93"
"Slovenia","2016","Spices; cumin seeds, crushed or ground","Export","63.24","6","Weight in kilograms","6"
"Slovenia","2016","Spices; cumin seeds, crushed or ground","Import","1017.96","125.77","Weight in kilograms","125.77"
"Slovenia","2016","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","611847.28","283188.65","Weight in kilograms","283188.65"
"Slovenia","2016","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Export","48877.09","8731.83","Weight in kilograms","8731.83"
"Slovenia","2016","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","102518.82","16047.99","Weight in kilograms","16047.99"
"Slovenia","2016","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Export","2493.13","941.81","Weight in kilograms","941.81"
"Slovenia","2016","Spices; ginger, neither crushed nor ground","Export","1263061.53","997196.05","Weight in kilograms","997196.05"
"Slovenia","2016","Spices; ginger, neither crushed nor ground","Import","528346.59","319470.38","Weight in kilograms","319470.38"
"Slovenia","2016","Spices; ginger, crushed or ground","Import","72458.06","8870.8","Weight in kilograms","8870.8"
"Slovenia","2016","Spices; ginger, crushed or ground","Export","51808.37","3199.44","Weight in kilograms","3199.44"
"Slovenia","2016","Spices; saffron","Import","17717.55","147.13","Weight in kilograms","147.13"
"Slovenia","2016","Spices; saffron","Export","424.31","1.03","Weight in kilograms","1.03"
"Slovenia","2016","Spices; turmeric (curcuma)","Import","130285.07","20141.42","Weight in kilograms","20141.42"
"Slovenia","2016","Spices; turmeric (curcuma)","Export","53949.19","3768.71","Weight in kilograms","3768.71"
"Slovenia","2016","Spices; mixtures of 2 or more products of different headings","Import","336875.37","49052.8","Weight in kilograms","49052.8"
"Slovenia","2016","Spices; mixtures of 2 or more products of different headings","Export","103093.03","6916.97","Weight in kilograms","6916.97"
"Slovenia","2016","Spices; n.e.c. in heading no. 0910","Import","1058724.26","199692.53","Weight in kilograms","199692.53"
"Slovenia","2016","Spices; n.e.c. in heading no. 0910","Export","40458.02","2882.88","Weight in kilograms","2882.88"
"Slovenia","2015","Coffee; not roasted or decaffeinated","Export","1523039","552537","Weight in kilograms","552537"
"Slovenia","2015","Coffee; not roasted or decaffeinated","Import","29786678","9660901","Weight in kilograms","9660901"
"Slovenia","2015","Coffee; decaffeinated, not roasted","Import","122488","26809","Weight in kilograms","26809"
"Slovenia","2015","Coffee; roasted, not decaffeinated","Export","13077088","2058700","Weight in kilograms","2058700"
"Slovenia","2015","Coffee; roasted, not decaffeinated","Import","19039052","2737793","Weight in kilograms","2737793"
"Slovenia","2015","Coffee; roasted, decaffeinated","Export","1327029","211769","Weight in kilograms","211769"
"Slovenia","2015","Coffee; roasted, decaffeinated","Import","1211719","177037","Weight in kilograms","177037"
"Slovenia","2015","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Export","13431","3304","Weight in kilograms","3304"
"Slovenia","2015","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","495677","45795","Weight in kilograms","45795"
"Slovenia","2015","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Export","96026","6764","Weight in kilograms","6764"
"Slovenia","2015","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import","858363","47123","Weight in kilograms","47123"
"Slovenia","2015","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Export","10776","194","Weight in kilograms","194"
"Slovenia","2015","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Import","214199","34134","Weight in kilograms","34134"
"Slovenia","2015","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Export","27061","1338","Weight in kilograms","1338"
"Slovenia","2015","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","299247","15940","Weight in kilograms","15940"
"Slovenia","2015","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","1005","9","Weight in kilograms","9"
"Slovenia","2015","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","90353","17981","Weight in kilograms","17981"
"Slovenia","2015","Mate","Export","80","3","Weight in kilograms","3"
"Slovenia","2015","Mate","Import","11096","559","Weight in kilograms","559"
"Slovenia","2015","Spices; pepper (of the genus piper), neither crushed nor ground","Export","11397","487","Weight in kilograms","487"
"Slovenia","2015","Spices; pepper (of the genus piper), neither crushed nor ground","Import","518795","64419","Weight in kilograms","64419"
"Slovenia","2015","Spices; pepper (of the genus piper), crushed or ground","Export","130536","12005","Weight in kilograms","12005"
"Slovenia","2015","Spices; pepper (of the genus piper), crushed or ground","Import","1352164","129505","Weight in kilograms","129505"
"Slovenia","2015","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Export","20815","3111","Weight in kilograms","3111"
"Slovenia","2015","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Import","103707","16177","Weight in kilograms","16177"
"Slovenia","2015","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","59784","10717","Weight in kilograms","10717"
"Slovenia","2015","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","838634","192734","Weight in kilograms","192734"
"Slovenia","2015","Spices; vanilla, neither crushed nor ground","Export","4889","36","Weight in kilograms","36"
"Slovenia","2015","Spices; vanilla, neither crushed nor ground","Import","90850","725","Weight in kilograms","725"
"Slovenia","2015","Spices; vanilla, crushed or ground","Export","6844","74","Weight in kilograms","74"
"Slovenia","2015","Spices; vanilla, crushed or ground","Import","161393","2023","Weight in kilograms","2023"
"Slovenia","2015","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Export","5746","748","Weight in kilograms","748"
"Slovenia","2015","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","57076","6123","Weight in kilograms","6123"
"Slovenia","2015","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","25145","2444","Weight in kilograms","2444"
"Slovenia","2015","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Export","44504","6484","Weight in kilograms","6484"
"Slovenia","2015","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","207516","43223","Weight in kilograms","43223"
"Slovenia","2015","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Export","21814","820","Weight in kilograms","820"
"Slovenia","2015","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","70981","4353","Weight in kilograms","4353"
"Slovenia","2015","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Export","4233","170","Weight in kilograms","170"
"Slovenia","2015","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","27419","1901","Weight in kilograms","1901"
"Slovenia","2015","Spices; nutmeg, neither crushed nor ground","Export","9052","157","Weight in kilograms","157"
"Slovenia","2015","Spices; nutmeg, neither crushed nor ground","Import","28475","1124","Weight in kilograms","1124"
"Slovenia","2015","Spices; nutmeg, crushed or ground","Export","20174","546","Weight in kilograms","546"
"Slovenia","2015","Spices; nutmeg, crushed or ground","Import","120993","6129","Weight in kilograms","6129"
"Slovenia","2015","Spices; mace, neither crushed nor ground","Import","278","12","Weight in kilograms","12"
"Slovenia","2015","Spices; mace, crushed or ground","Export","1582","90","Weight in kilograms","90"
"Slovenia","2015","Spices; mace, crushed or ground","Import","1645","104","Weight in kilograms","104"
"Slovenia","2015","Spices; cardamoms, neither crushed nor ground","Export","228","18","Weight in kilograms","18"
"Slovenia","2015","Spices; cardamoms, neither crushed nor ground","Import","4026","110","Weight in kilograms","110"
"Slovenia","2015","Spices; cardamoms, crushed or ground","Export","75","1","Weight in kilograms","1"
"Slovenia","2015","Spices; cardamoms, crushed or ground","Import","10526","688","Weight in kilograms","688"
"Slovenia","2015","Spices; coriander seeds, neither crushed nor ground","Export","1329","58","Weight in kilograms","58"
"Slovenia","2015","Spices; coriander seeds, neither crushed nor ground","Import","12665","2235","Weight in kilograms","2235"
"Slovenia","2015","Spices; coriander seeds, crushed or ground","Export","2447","659","Weight in kilograms","659"
"Slovenia","2015","Spices; coriander seeds, crushed or ground","Import","10786","3609","Weight in kilograms","3609"
"Slovenia","2015","Spices; cumin seeds, neither crushed nor ground","Import","14651","3647","Weight in kilograms","3647"
"Slovenia","2015","Spices; cumin seeds, crushed or ground","Export","158","26","Weight in kilograms","26"
"Slovenia","2015","Spices; cumin seeds, crushed or ground","Import","2080","254","Weight in kilograms","254"
"Slovenia","2015","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Export","4034","383","Weight in kilograms","383"
"Slovenia","2015","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","770939","435329","Weight in kilograms","435329"
"Slovenia","2015","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Export","589","28","Weight in kilograms","28"
"Slovenia","2015","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","83634","19064","Weight in kilograms","19064"
"Slovenia","2015","Spices; ginger, neither crushed nor ground","Export","181981","108836","Weight in kilograms","108836"
"Slovenia","2015","Spices; ginger, neither crushed nor ground","Import","692775","309395","Weight in kilograms","309395"
"Slovenia","2015","Spices; ginger, crushed or ground","Export","25839","1542","Weight in kilograms","1542"
"Slovenia","2015","Spices; ginger, crushed or ground","Import","63056","9114","Weight in kilograms","9114"
"Slovenia","2015","Spices; saffron","Export","148","","Weight in kilograms",""
"Slovenia","2015","Spices; saffron","Import","15834","141","Weight in kilograms","141"
"Slovenia","2015","Spices; turmeric (curcuma)","Export","22077","1562","Weight in kilograms","1562"
"Slovenia","2015","Spices; turmeric (curcuma)","Import","120815","17917","Weight in kilograms","17917"
"Slovenia","2015","Spices; mixtures of 2 or more products of different headings","Export","85816","6209","Weight in kilograms","6209"
"Slovenia","2015","Spices; mixtures of 2 or more products of different headings","Import","289315","44595","Weight in kilograms","44595"
"Slovenia","2015","Spices; n.e.c. in heading no. 0910","Export","42579","4070","Weight in kilograms","4070"
"Slovenia","2015","Spices; n.e.c. in heading no. 0910","Import","1162724","228436","Weight in kilograms","228436"
"Slovenia","2014","Coffee; not roasted or decaffeinated","Export","601614","197092","Weight in kilograms","197092"
"Slovenia","2014","Coffee; not roasted or decaffeinated","Import","26636002","9254965","Weight in kilograms","9254965"
"Slovenia","2014","Coffee; decaffeinated, not roasted","Export","468601","53896","Weight in kilograms","53896"
"Slovenia","2014","Coffee; decaffeinated, not roasted","Import","719893","98584","Weight in kilograms","98584"
"Slovenia","2014","Coffee; roasted, not decaffeinated","Export","14661379","2132346","Weight in kilograms","2132346"
"Slovenia","2014","Coffee; roasted, not decaffeinated","Import","21793736","2895568","Weight in kilograms","2895568"
"Slovenia","2014","Coffee; roasted, decaffeinated","Export","104061","7228","Weight in kilograms","7228"
"Slovenia","2014","Coffee; roasted, decaffeinated","Import","523629","34136","Weight in kilograms","34136"
"Slovenia","2014","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Export","4960","766","Weight in kilograms","766"
"Slovenia","2014","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","470459","35701","Weight in kilograms","35701"
"Slovenia","2014","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Export","135553","8398","Weight in kilograms","8398"
"Slovenia","2014","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import","974324","46380","Weight in kilograms","46380"
"Slovenia","2014","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Export","98277","9226","Weight in kilograms","9226"
"Slovenia","2014","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Import","306409","32436","Weight in kilograms","32436"
"Slovenia","2014","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Export","48580","1918","Weight in kilograms","1918"
"Slovenia","2014","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","445337","19813","Weight in kilograms","19813"
"Slovenia","2014","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","3312","263","Weight in kilograms","263"
"Slovenia","2014","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","99057","16027","Weight in kilograms","16027"
"Slovenia","2014","Mate","Export","6534","872","Weight in kilograms","872"
"Slovenia","2014","Mate","Import","6383","559","Weight in kilograms","559"
"Slovenia","2014","Spices; pepper (of the genus piper), neither crushed nor ground","Export","43689","4242","Weight in kilograms","4242"
"Slovenia","2014","Spices; pepper (of the genus piper), neither crushed nor ground","Import","525717","38622","Weight in kilograms","38622"
"Slovenia","2014","Spices; pepper (of the genus piper), crushed or ground","Export","102808","9401","Weight in kilograms","9401"
"Slovenia","2014","Spices; pepper (of the genus piper), crushed or ground","Import","1322144","129573","Weight in kilograms","129573"
"Slovenia","2014","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Export","7454","2052","Weight in kilograms","2052"
"Slovenia","2014","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Import","148610","56509","Weight in kilograms","56509"
"Slovenia","2014","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","84249","12843","Weight in kilograms","12843"
"Slovenia","2014","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","1001548","202101","Weight in kilograms","202101"
"Slovenia","2014","Spices; vanilla, neither crushed nor ground","Export","8783","88","Weight in kilograms","88"
"Slovenia","2014","Spices; vanilla, neither crushed nor ground","Import","107909","836","Weight in kilograms","836"
"Slovenia","2014","Spices; vanilla, crushed or ground","Export","432","3","Weight in kilograms","3"
"Slovenia","2014","Spices; vanilla, crushed or ground","Import","54575","619","Weight in kilograms","619"
"Slovenia","2014","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Export","5673","1350","Weight in kilograms","1350"
"Slovenia","2014","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","50592","3876","Weight in kilograms","3876"
"Slovenia","2014","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","23897","1375","Weight in kilograms","1375"
"Slovenia","2014","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Export","47611","6538","Weight in kilograms","6538"
"Slovenia","2014","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","205891","37411","Weight in kilograms","37411"
"Slovenia","2014","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Export","27050","911","Weight in kilograms","911"
"Slovenia","2014","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","74920","3989","Weight in kilograms","3989"
"Slovenia","2014","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Export","6679","236","Weight in kilograms","236"
"Slovenia","2014","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","36259","2184","Weight in kilograms","2184"
"Slovenia","2014","Spices; nutmeg, neither crushed nor ground","Export","16647","290","Weight in kilograms","290"
"Slovenia","2014","Spices; nutmeg, neither crushed nor ground","Import","73410","2038","Weight in kilograms","2038"
"Slovenia","2014","Spices; nutmeg, crushed or ground","Export","24486","602","Weight in kilograms","602"
"Slovenia","2014","Spices; nutmeg, crushed or ground","Import","126727","5112","Weight in kilograms","5112"
"Slovenia","2014","Spices; mace, neither crushed nor ground","Import","826","17","Weight in kilograms","17"
"Slovenia","2014","Spices; mace, crushed or ground","Import","1660","80","Weight in kilograms","80"
"Slovenia","2014","Spices; cardamoms, neither crushed nor ground","Export","86","4","Weight in kilograms","4"
"Slovenia","2014","Spices; cardamoms, neither crushed nor ground","Import","4101","60","Weight in kilograms","60"
"Slovenia","2014","Spices; cardamoms, crushed or ground","Export","215","3","Weight in kilograms","3"
"Slovenia","2014","Spices; cardamoms, crushed or ground","Import","9654","420","Weight in kilograms","420"
"Slovenia","2014","Spices; coriander seeds, neither crushed nor ground","Export","3628","132","Weight in kilograms","132"
"Slovenia","2014","Spices; coriander seeds, neither crushed nor ground","Import","11259","1564","Weight in kilograms","1564"
"Slovenia","2014","Spices; coriander seeds, crushed or ground","Export","447","18","Weight in kilograms","18"
"Slovenia","2014","Spices; coriander seeds, crushed or ground","Import","18049","3749","Weight in kilograms","3749"
"Slovenia","2014","Spices; cumin seeds, neither crushed nor ground","Export","7","","Weight in kilograms",""
"Slovenia","2014","Spices; cumin seeds, neither crushed nor ground","Import","16364","4350","Weight in kilograms","4350"
"Slovenia","2014","Spices; cumin seeds, crushed or ground","Export","130","10","Weight in kilograms","10"
"Slovenia","2014","Spices; cumin seeds, crushed or ground","Import","5705","471","Weight in kilograms","471"
"Slovenia","2014","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Export","13996","4272","Weight in kilograms","4272"
"Slovenia","2014","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","654818","330747","Weight in kilograms","330747"
"Slovenia","2014","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","97022","16562","Weight in kilograms","16562"
"Slovenia","2014","Spices; ginger, neither crushed nor ground","Export","216109","64578","Weight in kilograms","64578"
"Slovenia","2014","Spices; ginger, neither crushed nor ground","Import","1009102","230761","Weight in kilograms","230761"
"Slovenia","2014","Spices; ginger, crushed or ground","Export","28158","1553","Weight in kilograms","1553"
"Slovenia","2014","Spices; ginger, crushed or ground","Import","46833","5888","Weight in kilograms","5888"
"Slovenia","2014","Spices; saffron","Export","102","","Weight in kilograms",""
"Slovenia","2014","Spices; saffron","Import","16932","52","Weight in kilograms","52"
"Slovenia","2014","Spices; turmeric (curcuma)","Export","13230","918","Weight in kilograms","918"
"Slovenia","2014","Spices; turmeric (curcuma)","Import","110778","12578","Weight in kilograms","12578"
"Slovenia","2014","Spices; mixtures of 2 or more products of different headings","Export","100010","6256","Weight in kilograms","6256"
